rating,review,split
1,expected,train
2,work atmosphere standard,train
2,great place work,train
2,ok,train
1,could easily better,train
1,software engineer,train
2,still one best company,train
2,average,train
1,ipm,train
2,like stepford wife little good true start look closely,train
1,sde 3,train
1,apple,train
2,worse corporate gig sure,train
2,great place work,train
2,software engineer,train
1,risk career working microsoft,train
1,need love apple praise every move want progress,train
2,sr data analyst,train
2,good company,train
2,catalog associate,train
1,company treat resource person,train
2,mixed feeling leave,train
1,work home customer service seasonal,train
1,microsoft,train
1,software engineer,train
1,happy place,train
2,fulfilled felt professionally year,train
2,microsoft still great place work,train
1,terrible company work,train
2,lot pro big con,train
2,online medium associate,train
1,facility manager,train
1,blinded cheery recruiter money company name,train
2,warehouseshopper team member,train
1,kind like farming,train
2,among best company work belgrade,train
1,hard work,train
2,google great paris office bit le,train
2,awesome company,train
1,great experience worth stress,train
1,look elsewhere job,train
1,awefull place,train
2,awesome,train
1,amazon fullfillment,train
2,great coworkers product sell,train
2,amazing company,train
1,best thing say worst job worst company worked,train
1,amazon fulfillment center unethical environment,train
1,really depends team also really annoying corporate culture time,train
1,seasonal job misleading,train
2,amazon,train
2,retail store,train
2,great company,train
1,good work,train
1,great learning experience,train
1,felt like high school,train
2,strategy accountability,train
1,mturk pay suck,train
1,lot micromanaging,train
1,virtual csa prepared,train
2,great company work,train
2,growth,train
1,guru,train
2,breath fresh air far one favorite job love going daily,train
1,job definitely career,train
2,service engineer,train
1,pocket excellence otherwise mediocre company,train
1,feel sorry christmas associate company,train
1,big company,train
1,difficult make money much competition fellow bookseller enough profitable book,train
1,great pay bad worklife balance,train
1,microsoft lca,train
1,boring,train
1,definitely everyone,train
2,program manager microsoft,train
2,great place work,train
2,great working experience amazoncom,train
1,get bill paid,train
1,bad place earth,train
2,know going,train
1,fulfillment center worker,train
2,great campus benefit frustrating corporate culture,train
1,great place work,train
1,horrible experience look like mental hospital,train
2,ok,train
1,great benefit environemnt much,train
1,stower,train
1,candy land,train
1,house physical security,train
2,engineering project manager,train
2,fun workplace,train
1,regret time company,train
1,fulfillment associate,train
2,ba role,train
2,specialist,train
2,swe intern,train
2,sortation center,train
2,love,train
1,good bad ugly,train
2,best retail company work,train
1,used great normal corporate place work life balance,train
2,fc part time,train
2,great work culture,train
1,horrible,train
2,2016 update,train
2,marketing communication,train
2,company make impact,train
2,see working amazoncom,train
2,software engineer,train
2,microsoft renewal rep dell,train
1,get together,train
2,great company,train
1,fulfilment centre unless like slavery,train
1,decent pay bad management,train
1,graduate scheme need shake,train
2,group manager,train
1,one worst place ever,train
2,better best,train
2,apple care home advisor,train
2,good giant company face many chanllenges,train
1,unethical employer,train
1,department buyin amazon culture,train
2,warehouse associate 1,train
2,tough environment process fear,train
2,customer focus great worklife balance,train
1,global operation specialist,train
2,sr sdet,train
1,visual specialist,train
2,fulfilment associate,train
2,genius,train
2,support escalation engineer,train
2,microsoft review,train
1,retail learned communicate also stop thinking,train
2,great definitely everyone,train
2,great company ceo culture,train
2,ok place work,train
2,nirvana,train
1,aha cracked,train
2,icqa,train
2,great employer high regard employee could make better use cultural adjustment,train
2,great people product culture,train
2,dont allow u pick shift,train
1,great experience poor work environment,train
1,program manager,train
1,nice company,train
2,driver,train
1,program manager,train
1,software development engineer,train
1,military structure,train
1,amazon flex driver,train
2,good company career seeker,train
2,software development engineer,train
1,amazon mexico,train
1,stay away aws,train
1,stu management walked straight bbcs,train
1,company transition,train
1,past prime protecting past,train
1,microsoft different,train
1,customer service,train
2,interesting time,train
1,rumor truehorrible experience grocery team nightmare,train
2,good,train
2,fast growth,train
2,supply chain analyst,train
2,overall good,train
2,good,train
2,still great place politics increasing,train
1,seen news,train
2,good job alot hour,train
2,support engineer,train
2,good,train
1,senior software engineering,train
2,good experience,train
1,non inventory receiver,train
2,great,train
1,receiver christmas temp,train
2,love job,train
2,pm,train
1,religious observants capital lord,train
2,perfect job,train
1,operational load,train
1,crap shoot heaven hell,train
2,financial controller,train
2,amazing company,train
1,terrible,train
2,designer ii,train
1,strong experience treat employee well,train
1,get ti learn hard work enough,train
1,make sure like role lucky let keep,train
2,great culture done properly,train
2,great,train
1,place overrated,train
1,amazon care,train
2,pretty good,train
1,good company start career,train
1,company decline,train
2,place builder build,train
1,aws sydney,train
2,microsoft good place work downside,train
2,industry veteran 3rd big tech co,train
2,work hard fun make history,train
1,behemoth lot learn,train
2,software developer engineer ii,train
2,great place career,train
2,working store great way develop strong interpersonal skill jumpstart career,train
1,amazon seller support,train
1,going hill,train
2,program management,train
1,apple make money back worker barely afford survive,train
1,amazon would place work,train
2,bad though could better,train
1,job experience,train
1,lack organization,train
1,technical support sale position,train
2,full adventure,train
2,best place work,train
1,cut throat,train
2,company demonstrates value employee,train
1,one incisive yet ambiguous learning experience human nature hitech,train
2,great,train
2,leadership,train
1,great benefit company deep pocket,train
1,associate,train
2,good company work,train
1,sr supply planner,train
1,smart people work,train
2,good company start tech industry,train
2,great place work,train
1,game favoritism number modern day slavery,train
2,nice place work,train
2,fulfillment associate,train
1,cabin fever,train
2,great people fun work,train
1,misled,train
2,sr vendor manager,train
1,good fit,train
1,full time software engineer worst year life,train
1,bad company,train
1,cotton picking 21st century,train
1,drink koolaid,train
1,looking hr career,train
2,performance,train
2,customer service manager,train
2,good company overall,train
1,athome chat advisor,train
2,great people work,train
1,great benefit mobility,train
1,specialist,train
1,microsoft microsoft rd review join,train
2,specialist,train
2,gm microsoft,train
2,great company ambitious people,train
1,bad management incorrect stats,train
2,apple single greatest professional experience life,train
2,fun time retail customer service taxing mentally physically,train
2,great company,train
1,ist etsemerging technology miserable place work,train
2,amazing place work learn,train
2,great place work hard navigate career growth internal politics,train
1,customer service agent,train
2,energetic salesdriven company,train
2,one best place ever worked,train
1,picker,train
2,love company,train
2,great benefit interesting opportunity unclear strategy toxic review system,train
1,feedback,train
2,learn,train
1,bother,train
1,microsoft,train
1,management,train
2,5 star,train
2,rf test engineer,train
2,great place work,train
1,good bad,train
2,awesome work place,train
1,great company technical terrible intangible,train
2,software engineer intern,train
2,strong solid company business engineering focused lot bureaucracy,train
2,prime associate,train
2,good company work lot option explore career,train
2,amazing,train
2,finance analyst ii,train
2,life amazon,train
2,microsoft,train
2,principal account manager,train
2,great health benefit flexibility time available,train
2,good work opportunity,train
1,worst company work,train
1,worth,train
2,work life,train
1,work life balance,train
2,great place work,train
2,sensor sdet,train
1,workfromhome think,train
1,fulfillment associate,train
2,specialist,train
1,university recruiting,train
2,apple boh specialist,train
2,amazon great buy sell product world,train
2,work environment culture improving lot,train
2,tax manager,train
2,engagement manager,train
1,much happier customer employee,train
1,fake managing,train
2,fulfillment,train
1,salary good compare work,train
1,maximum politics minimum capability,train
1,much mismanagement,train
1,seasonal associate review,train
1,toxic political environment,train
2,far good,train
2,depends team roller coaster,train
2,benefit reduction,train
1,worst organization ever,train
2,great company work,train
2,group good work time like trying get club,train
1,think different true anymore,train
2,microsoft great place work,train
1,awful,train
2,fantastic company work,train
1,politics undermines fair evaluation work,train
2,good place work,train
2,great place work,train
1,good opportunity earn,train
1,amazon stay away,train
1,company changed,train
1,fulfillment associate ie warehouse worker,train
2,opportunity best,train
2,useful socially business wise,train
1,best place,train
1,unles desperate,train
2,software developer,train
1,warning,train
1,customer service,train
2,summer intern,train
1,terrible,train
2,parttime genius,train
1,stay long,train
1,expected,train
2,apple taught step outside box develop,train
1,closed,train
1,depends department,train
1,job heavy work,train
1,thing changing could good bad,train
2,amazon marketplace mexico,train
2,sr workforce analyst,train
2,intern,train
1,used,train
2,love working amazon,train
1,family room specialist,train
1,stow,train
2,amazing company corporate pressured,train
2,technical recruiter,train
1,everyone,train
2,good,train
1,tech support,train
2,packer,train
2,ultimate place work cut,train
2,investigation specialist,train
1,work hard burn get rewarded,train
1,find another job,train
2,warehouse worker,train
1,good place much work,train
1,great investment crappy place work,train
1,really expected,train
2,best place ever worked,train
1,review,train
2,microsoft creates truly amazing product,train
2,microsoft teal program,train
2,team lead,train
1,fulfillment asscoiate,train
1,bad overall cannot fixed,train
1,good starting point,train
2,recruiter,train
1,innovative company smart people worklife balance,train
2,great opportunity,train
1,technical support lead,train
2,best company work,train
2,worked hard,train
1,used love,train
1,business operation,train
2,overall great place work,train
1,technical specialist,train
1,unpleasant work environment,train
1,retail product specialist,train
1,stay away,train
2,business analyst,train
2,global program manaer,train
2,progress friend management,train
1,good pay hour,train
1,area manager,train
2,great reborn company,train
1,good career growth extravert,train
2,senior software enginner,train
2,program manager,train
2,built everyone,train
1,live expectation,train
2,nothing important moving fast,train
1,manager,train
1,worst place ever worked,train
2,eu procurement,train
1,hr administrator,train
2,used biggest startup world software quality 1990s microsoft,train
1,alot work pay,train
2,good benefit,train
2,know say,train
1,great company wrong executive,train
2,engineer,train
1,awful manager rude coworkers great discount,train
2,amazon sde 1,train
2,life google,train
1,call center kill tech people,train
2,virtual customer service agent,train
1,sortation,train
2,recruiter,train
1,stower,train
1,person,train
1,associate,train
1,con outweigh pro healthy job satisfaction,train
2,high tech,train
2,factory repair manager,train
2,ton dog,train
1,avoid cost,train
2,different different team,train
1,transaction risk management solution,train
2,deep tecnology expertise shallow marketing,train
1,great comany,train
1,senior director,train
1,site reliability engineer,train
2,nice college job,train
1,leben f¹r die arbeit,train
1,human resource business partner,train
1,worst ever,train
2,cloud support engineer,train
1,largest operation company,train
1,smile box face entry level employee fulfillment warehouse americanized sweat shop,train
1,company jeff bezos describes,train
2,great overall depending geo,train
2,technical program manager,train
1,stress full work place,train
2,awesome culture fantastic project great people,train
2,apple ist rewarding challenging dive,train
2,customer service representative,train
2,icqa,train
1,full politics,train
2,middle management ennui,train
1,fc associate,train
1,software engineer,train
1,everyone must expert everything,train
1,process assistant,train
1,expectation compensation,train
2,family,train
2,business leader,train
1,software engineer,train
2,qa engineer,train
2,excelent work environment,train
2,business manager,train
2,smartest people know get stuff done without politics,train
1,tam,train
1,sr human resource assistant unless know signing,train
2,proud work,train
2,high expectation coming apple,train
2,great technology people last,train
1,great place depending manager,train
1,senior project manager,train
1,get give,train
1,politics politics politics,train
2,new fulfillment center come misstep,train
1,overall flexible parttime job going college second job,train
1,specialist,train
1,associate,train
1,stealing way top one overpriced book time,train
2,great culture great place start career,train
1,microsoft,train
1,amazon luxembourg,train
2,great company work,train
2,agile lacking work life balance,train
1,hr administrator,train
2,senior product marketing manager,train
1,would reccomend like warehouse work may like,train
1,okay first icqa sucked,train
2,relocation package,train
2,great place work difficult advance,train
1,amazon,train
1,amazon fulfillment associate,train
1,worst job ever,train
2,job opening,train
1,descent,train
2,working apple inc,train
2,fortunate work company,train
2,digital marketing manager,train
1,ok,train
1,amazing customer terrible employee,train
1,run screaming work,train
2,best retail job ever,train
1,driver associate,train
2,fun stressful work environment,train
2,data engineer,train
1,best college family,train
2,microsoft coming back slowly,train
1,customer service associate,train
2,great company work luck run,train
1,fullfilment associate,train
2,always great place work,train
2,average retail experience,train
2,fantastic company work,train
1,hard work,train
1,workaholic life,train
1,sr account delivery exeutive,train
1,ok,train
2,amazing job,train
2,senior product manager,train
2,euk5,train
1,software design engineer,train
1,backup plan,train
1,development manager,train
1,difficult place work clueless management,train
2,intern,train
2,google summer code,train
1,amazon,train
2,expert,train
2,technologist,train
1,beware amazon great team really really bad one,train
2,great employer,train
1,amazon logistics center warehouse operative,train
1,picking,train
1,amazon,train
2,facility cordinator,train
2,google,train
1,working amazon,train
2,attendance policy top notch number,train
2,beware amazon tell lie future employer,train
1,high pace low direction,train
1,software engineer,train
2,technical account manager,train
1,sale manager,train
1,great benefit deep flaw,train
1,amazon care employee much customer,train
1,coworker enemy,train
2,program manager,train
2,area manager,train
1,fulfillment associate,train
1,warehouse,train
1,management clueless,train
2,apple solution consultant,train
1,associate,train
2,amazonian life style,train
1,good place get trained great care product customer,train
2,intern,train
2,truly professional approach towards employee,train
2,art director,train
2,manager,train
2,great company many opportunity growth,train
1,ok work long,train
2,great place work esp want security world class benefit program,train
1,ditch review model get thing done folk gone,train
1,customer service associate,train
2,weres,train
2,manager quality service,train
2,bad,train
1,time change review system,train
1,great retail job great career,train
2,best company ever worked,train
2,engineer,train
2,content test associate,train
1,corrupt management bna2,train
2,great place work fulltime employee,train
1,quality analyst,train
1,aha applecare agent,train
2,sde2,train
1,work life balance,train
2,fulfilment,train
2,apple expert,train
2,great experience,train
1,demand,train
2,finance,train
2,little disappointing,train
1,software engineer,train
2,proud member jordan engineering society energetic result detail oriented person eager appl,train
2,software engineer ii,train
2,title,train
1,ok experience,train
2,great,train
2,excellent company,train
1,research,train
1,apple used,train
2,sde,train
2,great environment still retail,train
1,high turnover ot maybe unpaid voluntary time,train
2,good bad,train
1,designer say amazon,train
2,impactful work know navigate culture,train
2,great company especially prefer lifework balance,train
1,great people make,train
2,salary,train
1,politics team,train
2,good experience difficult job,train
1,warehouse associate,train
2,dynamic fastpaced poorly managed,train
2,great upper management,train
1,global leader field,train
2,great culture,train
1,brand specialist amazon beauty,train
2,great part time,train
2,amazing great culture lovely atmosphere,train
1,prime plantation,train
2,cm manager,train
1,female friendly place i,train
2,marketing experience,train
2,working microsoft better past job,train
1,glamorous make seem,train
2,spoiled rotten rewarded impact,train
1,everything reading gawker true,train
2,great culture hyperspeed,train
2,place phenomenal opportunity,train
1,manager operation role,train
2,good place work,train
1,would recommended,train
1,credo,train
2,work,train
1,great could better,train
2,amazing place work,train
2,really great place work play,train
2,customer sale rep,train
1,amazon,train
1,amazon care worker,train
1,good transitional job great career,train
2,sr software development engineer,train
1,amazon dangeroud,train
2,stower,train
1,coe,train
2,disappointing lot ambition execution,train
2,research intern,train
2,good part time job college student,train
1,ship dock associate cha1,train
1,working withe microsoft always enriching experience,train
1,harx work little reward,train
1,peculiar another word insane,train
1,expected better,train
1,used great disappointing,train
2,nice place work,train
2,life changing,train
2,one best company,train
1,amazon distribution center position stower,train
2,home team manager,train
1,modern day slavery,train
2,good place,train
1,bad,train
2,amazon,train
1,brutal,train
2,good benefit killer work,train
1,work get put time,train
1,well still retailtechnically,train
1,good,train
1,recomend,train
1,14 year microsoft,train
1,good company poor pay,train
1,waste time,train
2,company rock,train
1,warehouse associate full time,train
2,care employee,train
2,software engineer,train
1,stay far away,train
2,great place work amazing opportunity develop business idea,train
2,senior manager,train
1,alright,train
1,modern day sweat shop,train
1,little reward,train
1,shamazon,train
1,azure alliance director,train
2,good start,train
1,kindle division everyone fun,train
1,love tech,train
1,pay structure,train
2,awesome place work,train
2,intense good learning environment rough personnel method,train
1,think long hard,train
1,amazon associate,train
1,screwed sesu,train
2,good place work,train
1,desperate,train
1,warehouse postion,train
2,sale specialist,train
1,good great,train
2,bold brave hard working smart,train
2,benefit,train
1,grueling place work,train
2,technical sale professional,train
2,great place work learn,train
2,beat fading amazon music,train
2,great company position put work,train
2,tpm,train
1,labor intensive,train
1,political stagnant environment innovation welcomed,train
1,outsourcing,train
2,decent temporary job company would want career,train
1,smart people bureaucracy politics like cancer,train
1,good,train
1,area manager run far away,train
1,operation manager,train
2,working hard fun,train
2,microsoft solution executive,train
2,hardworking worth benefit,train
1,apple home advisor,train
2,great company low pay,train
2,support engineer 2,train
2,growing pain,train
1,know getting,train
1,smart people growth,train
2,love,train
1,one job offer opportunity work home,train
1,cutthroat,train
2,good,train
2,crucible experience regret,train
2,intern,train
2,fantastic family company,train
1,leadership create unnecessary politics,train
1,best place work,train
1,specialist,train
1,came apple inspired left apple feeling beatdown,train
1,microsoft,train
1,exactly perfect would believe,train
1,customer service home,train
1,decent pay horrible work life balance negative environment,train
1,worst employer ever worked,train
2,microsoft complex place,train
1,great customer garbage employee,train
2,overall great company work,train
1,great fulltime employee horrible place contractor,train
2,amazon warehouse associate,train
1,great developer otherwise comfortable place waste life,train
1,cvg3 meh,train
1,good short term quick job looking real job,train
1,management joke,train
1,politics necessary get ahead,train
1,senior associate,train
1,terrible humilating diversity candidate,train
1,great place work people want grow due potential,train
2,immense learning great culture work quality,train
1,depends team,train
1,sugarcoating retail matter valuable company may,train
1,1 star cannot give negative star system,train
2,family room specialist,train
2,catalog associate,train
1,worst job ever,train
2,expected,train
1,scope impactamazingreview systemaweful,train
1,low paid,train
1,good college student,train
2,good place work minus politics,train
1,difficult move company,train
1,ship dock associate,train
2,great company,train
1,enjoyed early day disappointed lack leadership dreaded micromanagement,train
2,localization project coordinator,train
2,great place,train
2,best retail job,train
1,quality hiring get lower day,train
1,good company good benefit job suck,train
1,really depends leader,train
2,best job date,train
1,kein schatten ohne sonne,train
2,recruiter,train
1,ok,train
1,transaction specialist,train
2,great company normal challenge large market dominating organisation,train
2,almost 20 year,train
2,regular job,train
1,stay away bing ad group,train
2,japanese language,train
1,slavery unreasonable gauge performance,train
2,great company,train
2,solid company,train
1,good fit,train
1,pathway mba program option,train
1,recruiting coordinator,train
1,bad,train
1,used great company bill gate,train
1,worst job ever,train
2,decent place work,train
2,wonderful people wonderful job wonderful company,train
1,poor treatment employee,train
1,apple specialist,train
2,business expert,train
2,amazing retailer,train
2,google review,train
2,struggle day day,train
1,never,train
1,lot favoritism,train
2,warehouse stow,train
2,software engineer,train
2,great experience learnt lot thing challenging environment good pay package great office,train
2,good company everyone,train
2,g,train
2,excellent,train
2,career ruth apple,train
2,never happier,train
1,interesting work challenge reward bad behavior,train
2,financial analyst,train
1,horrible,train
1,emt employment,train
2,apple corporate retail cultural fit important,train
1,hell earth,train
1,good,train
1,dse,train
1,spanish chat support,train
1,tighter rule forever changing,train
2,program manager,train
1,nice people low pay,train
1,overnight sort position everett good,train
2,software development engineer,train
2,great job,train
2,family room specialist,train
1,amazon worst job ever,train
1,ok beginning wanted kill towards end mainly done retail,train
2,experience microsoft store rollercoaster,train
2,chaotic oppressive,train
1,review,train
2,good company work,train
1,android developer,train
1,alright,train
1,pa,train
1,amazon plea,train
2,area manager,train
2,microsoft retail great company work,train
1,beauty beast,train
2,fulfillment associate,train
1,associate partner manager,train
1,software development engineer,train
1,operation manager,train
1,fun,train
1,great job career,train
1,device associate,train
2,challenging rewarding customer service job,train
2,senior manager,train
2,microsoft idc,train
1,partner account executive,train
2,increasingly disappointing,train
1,let talk job level b,train
1,politics destroy microsoft ireland,train
1,conflicting,train
2,good transition university industry,train
2,everything cool,train
2,microsoft product advisor,train
1,picker,train
2,ok company,train
2,apple expert,train
1,sell sould mrbezos,train
2,amazon team manager best job ever,train
1,everyone,train
1,life,train
1,progressive dangerous,train
1,amazon,train
1,poor culture,train
2,business specialist,train
2,good resume building material,train
1,mediocre middle mgmt scared right thing company,train
1,good company terrible people,train
1,worst experience ever,train
1,waste career,train
2,great potential long term employment management need communicate effectively amongst,train
2,electrical engineer,train
2,good people work,train
1,unfair,train
2,customer service associate,train
2,great exerpience,train
1,ugh believe hype,train
2,love apple,train
2,software engineer,train
1,chaotic,train
2,great company great experience,train
1,walk walk,train
1,another ibrick iwall,train
1,ok,train
2,fulfillment associate,train
1,horrible,train
2,great place work truly buy value,train
2,working google,train
2,apple warehouse,train
2,tremendously progressive company still lot momentum left,train
1,wasted potential,train
1,catalogue manager,train
2,mostly happy amazon,train
2,awesome engineer,train
2,great job poor career,train
1,mickey mouse club,train
2,employment,train
2,software development engineer,train
2,best place work,train
2,une entreprise lcoute de salaris,train
2,great working m,train
1,life changing experience fabulous product want work sale,train
1,aha recommend,train
2,work full time microsoft 1 year,train
1,advancement raise mirage,train
1,engineer,train
1,worst management,train
1,everyone,train
2,experience based solely team got lucky,train
2,good company culture wrong team unrewarding stressful,train
1,great product work life balance,train
2,warehouse associate,train
1,worst employer ever,train
1,cutthroat environment terrible management hr,train
1,business analyst,train
1,job review,train
2,incredible company long youre high enough,train
2,great single people,train
2,senior software engineer,train
2,really good offer,train
2,sdeii,train
2,pod lead,train
2,mediocre difficulty,train
2,independent contractor,train
1,amazon warehouse associate lancaster ny,train
2,good work life balance time little opportunity grow technical skill,train
1,amazon promotes people bad behavior,train
1,senior project manager,train
2,msit,train
1,pretty awful,train
2,great company,train
1,best dead end job world,train
1,salary,train
2,great,train
1,robot otherwise favor consider something different,train
1,poor,train
2,enterprise architect,train
1,inside sale mea team scandalous,train
2,easy job enough hour,train
1,msft changing,train
1,seasonal fulfillment associate,train
1,technical specialist,train
2,competitive rewarding,train
1,biased management,train
2,sale,train
1,product zone specialist,train
2,excellent experience many career growth opportunity,train
1,really depends team join,train
1,amazon prime,train
2,changed lot steve died,train
1,technical support,train
1,favoritism run rampant,train
2,icqa associate,train
2,good people,train
2,service specialist,train
1,culture,train
2,alright could better,train
1,pay worth stress,train
2,working fulfillment center,train
1,lack worklife balance,train
2,good company,train
2,sale,train
2,land opportunity,train
1,good employee,train
2,good,train
1,apple canada mgmt incompetent corporate,train
2,amazon great company work willing work hard,train
2,good fresher,train
1,creative,train
1,watch back,train
2,going strong,train
2,amazon bangalore,train
2,worth working company,train
2,everything,train
2,area manager,train
1,youre looking job support dont mind hard work good job,train
2,everyone,train
2,great company,train
2,expereince,train
2,studio operation associate,train
1,warehouse,train
1,fullfillment associate,train
2,best job ever,train
1,would think,train
2,amazing work place,train
2,good worklife balance low salary,train
1,competitive environment,train
2,warehouse associate,train
2,microsoft review,train
2,great company need adapt quickly,train
2,manager,train
2,driven great place work,train
2,awesome lot elevances,train
2,competitive pay,train
1,seven year apple,train
1,worth,train
2,high talented company,train
2,best company ever worked,train
1,fraud analyst,train
2,fulfillment associate,train
2,technical support,train
2,great company work overall,train
2,experience company,train
2,great benefit worklife balance competitive internal environment,train
1,since steve left u,train
1,people treated like machine,train
1,worth working,train
1,job amazon,train
2,supportive warm tough job,train
2,software engineer,train
2,generally positive especially looking new experience,train
2,become tcsa,train
1,disappointing,train
1,challenging,train
1,good pay bad hour,train
1,disappointing,train
2,top notch,train
2,great company,train
1,want job working 2 hr day sort center hillsboro,train
1,working apple made fall love apple,train
1,politics worst,train
1,toxic negative environment far internally focused lost sight customer,train
2,mentor,train
1,great place start career,train
1,underpaid overworked definition,train
1,death stack ranking may mean collaboration thrives,train
2,reliability engineer,train
2,excellent company,train
2,environment dynamique,train
1,amazon work culture,train
2,facebook really good place work,train
1,slave labor,train
2,great company work,train
1,io app reviewer take job,train
2,nice place,train
2,great place tie passion daily work,train
2,people manager stuck bottom,train
1,hard inflexible solid,train
1,associate,train
1,circa 2015 new paint old wall,train
2,compassionate culture,train
1,operation team leadership,train
1,people walking eggshell,train
2,much,train
2,great experience hype life,train
2,m review,train
2,overall great place work,train
2,great place advance career,train
2,warehouse associate,train
1,easy unrewarding,train
1,operation manager,train
1,favoritism job seemed like dream come true instead meat grinder appeared,train
2,salescustomer service,train
1,bug fixing job salary great,train
1,stower,train
2,review,train
2,great place work,train
1,lot great tech company work amazon one,train
1,political company ever worked know,train
1,fun gone operation burden keep coming,train
1,project manager,train
2,enjoyable time seems unbearable,train
1,start job,train
2,great place work,train
1,unstable working ground,train
1,vcssds,train
1,mixed bag,train
2,big corporation nepotistic,train
2,work hard fun make history,train
2,one best experience,train
1,worst company ever,train
2,amazing culture,train
1,worst employment experience life,train
1,legal assistant,train
1,crazy,train
2,great worklife balance,train
2,network quantitative analyst,train
2,best company world,train
1,hypocrisy best,train
1,business expert,train
2,work experience amazon,train
2,great benefit poor management,train
2,customer service,train
1,prepare workaholic,train
1,great company harsh environment,train
1,easy job overbearing management,train
2,great expirence ambience really awesome,train
1,fulfillment associate,train
2,marketing manager,train
2,software engineer,train
2,creative,train
2,amazon,train
1,amazon fc high manager turnover,train
1,lot hype substance lacking,train
2,alright,train
1,smart people poor leadership cowboy culture exalts individual collective,train
2,working apple dream working store leader nightmare,train
1,inventory specialist,train
1,customer service representative,train
1,tier 1 associate,train
2,best company professional craving learning performance,train
1,massive discrimination,train
2,amazing culture one best place chance work,train
1,burn real benefit substantial,train
2,stable company trying reinvent,train
2,love amazon,train
2,fc associate,train
1,place retire,train
1,avoid possible,train
2,buckle seat belt,train
1,good company soso department,train
2,interesting place work,train
1,pay well good benefit,train
1,good place work,train
2,amazon fulfillment deck,train
2,packer,train
2,gm sale,train
1,horrible place,train
1,pay suck,train
1,worst company work,train
1,okay,train
1,people left 12 year,train
2,netflix finance,train
1,work hungarian office,train
1,join trm love drug,train
1,poor management,train
2,good company work,train
1,weird politics,train
1,broken dream much sacrifice family without anything return,train
1,contract,train
2,business development manager,train
1,good customer employee,train
2,recruiting coordinator,train
1,testing,train
2,awesome,train
2,smart colleague change constant,train
1,ten year veteran looking innovation growth,train
1,support analyst,train
1,ok,train
2,great place work,train
1,good experience lot work,train
1,incredibly competitive,train
2,hr,train
2,specialist,train
1,great place learn move,train
1,consumer product advisor,train
1,safety problem problem,train
2,great people questionable tactic,train
2,manager make break career,train
1,supply chain,train
2,solid place work,train
2,keep good work,train
1,store operator,train
2,good place work beware,train
1,chaos reorg,train
1,warehouse,train
2,agile coach,train
2,great place learn disciplined structured software engineering much structured,train
2,career development apple retail,train
2,tech company,train
2,best company world work,train
2,las2 amazoncom,train
2,interesting challenging position lead dead end,train
1,good learning experience cost lot heartache,train
1,con pro,train
1,good pay average work poor culture lack diversity,train
1,security,train
2,summer code,train
1,project lead,train
1,job security poor management,train
1,stower,train
2,hard beat,train
1,ruskin amazon,train
2,good,train
1,order picker amazon aka slave laborer shakopee mn,train
2,admin,train
2,long term career,train
2,employee oriented company,train
1,home technical support agent,train
2,amazon review,train
1,enjoy working position bad others,train
2,partner account manager,train
2,inspiring culture smart peer,train
2,software development engineer2,train
2,senior support escalation engineer,train
2,seasonal sortation associate,train
1,warehouse associate,train
2,great learning experience working sharpest mind,train
1,area manager,train
1,okay place work,train
1,program manager,train
1,easy,train
2,exactly good,train
1,worklife balance100 work,train
2,aws,train
2,great company come reorg,train
1,fulfillment associate,train
1,customer service associate,train
2,greatest time life,train
1,racist undertone company,train
2,specialist,train
1,money company,train
2,great benefit antisocial hour,train
2,decent place fresher start,train
2,vast opportunity within amazing company,train
2,microsoft,train
2,business analyst,train
1,good cv,train
2,great place learn contribute grow,train
2,summer intern,train
2,responsible growth,train
2,work hard get far,train
1,good presentation good inside,train
1,working amazon,train
2,great company great people,train
1,technician fb data center los lunasnm,train
1,outbpound pack,train
2,lot walking,train
1,management horrible,train
2,great fun place work,train
2,specialist,train
1,tier 3 tra,train
2,senior advisor,train
1,worst,train
1,terrible existence bunch bully trying make feel small motto safety first lie,train
2,data center technician,train
2,good company relax want get settled life,train
1,bad temporary job,train
2,work experience,train
1,management,train
2,positive experience,train
1,hard promote within starting tier associate,train
1,nasty piece work,train
1,amazon review,train
2,great company work,train
1,need another job one take job unless absolutely desperate job,train
1,good place hone skils,train
2,transaction risk investigator,train
2,sale development,train
2,definitely different,train
1,good,train
2,review,train
1,pay decent,train
1,3stars,train
2,retail,train
2,amazon ea,train
1,warehouse,train
1,take life,train
1,technical expert,train
2,wonderful place work,train
1,never,train
2,mac genius,train
1,great coworkers store management inconsistent,train
2,great place work,train
2,great culture,train
2,great company,train
1,great company family friendly,train
1,technical specialist,train
2,prime fulfillment associate,train
2,great company great people great benefit boring job,train
2,awesome product,train
2,microsoft,train
1,challenging culture decent job,train
2,work hard fun create history,train
1,good place go burn,train
2,okay job could lot better,train
2,good,train
1,used great,train
2,great company excellent benefit,train
2,frustrated getting thing accomplished everybody agenda,train
1,amazon,train
2,r life,train
2,research intern,train
2,horrible could better,train
1,software engineer ii,train
2,sub job google,train
2,great place work,train
1,company undergoing massive reorganization,train
2,good job,train
1,confusing company,train
1,bad extra cash,train
1,blah blah blah,train
2,ok guess,train
1,work somewhere else,train
1,assistant,train
2,senior associate,train
1,learning menial work,train
1,microsoft need start valuing career growth woman company,train
2,smart people long hour,train
1,please stay away microsoft india sale org,train
1,recruiter,train
2,microsoft,train
1,warehouse associate,train
2,amazon,train
1,slave,train
1,never go special project,train
2,like job,train
