rating,review,split
2,software engineer ii,train
2,staffing lead,train
2,need focus customer internal process,train
2,great culture hard navigate layer time,train
2,training future,train
1,human resource,train
1,start job,train
1,run away fast,train
1,cult,train
2,best retail job world,train
2,struggle day day,train
1,amazon,train
2,werkstudent instockmanagement,train
2,good work,train
2,good place learn,train
2,love,train
2,always day 1,train
1,politics necessary get ahead,train
1,amazon may good manager wreck life,train
2,great experience learnt lot thing challenging environment good pay package great office,train
2,great company graduate,train
2,fulfillment associate,train
1,massive disappointment,train
2,fulfillment associate,train
2,expert,train
2,microsoft still great place work,train
1,beware,train
1,sr program manager,train
1,1980s time capsule,train
2,area manager,train
2,sr program manager,train
1,trapped talented,train
1,avoid amazon web service,train
1,delivery demand outways company principe,train
1,home advisor,train
2,software enginner,train
1,great incredibly frustrating learning experience,train
2,best place work,train
1,rumor truehorrible experience grocery team nightmare,train
1,lack respect employee,train
2,nice work thing move fast,train
2,good place work,train
2,job provide sense purpose,train
2,seller support associate,train
2,potential,train
2,salary,train
1,investigation specialist,train
1,microsoft,train
2,great work environment,train
2,anonymous,train
1,death creativity,train
1,horrible absolutely horrible bad management long hour toxic workplace,train
1,program,train
1,dynamic bust super political b,train
2,fun place work,train
1,stressful time life,train
1,fullfillment associate,train
2,interessante produkte guter arbeitgeber,train
1,senior business manager,train
2,good,train
2,customer service,train
2,software development engineer,train
2,work hard fun create history,train
2,love,train
2,retail still retail,train
2,greatest time life,train
2,mba pathway operation area manager,train
1,avoid working,train
2,love hate relationship,train
1,lost confusion,train
2,job could make,train
2,paid basic execution task,train
1,ok,train
2,statutory tax controller,train
1,beware amazon great team really really bad one,train
1,fullfillment associate picker,train
2,tech ops associate,train
1,rundo walk towards exit,train
1,worklife balance,train
2,great company work,train
2,high bar,train
2,amazon,train
2,good company,train
2,good research experience,train
1,developmentimprovement list manager secret weapon engineer,train
2,product manager,train
2,packer,train
2,analyst,train
2,overall great place learn grow however politics stifling,train
1,project manager,train
2,amazing company work,train
1,microsoft,train
1,bad work environment,train
1,aha horrible culture,train
1,started well crack began show,train
1,warehouse,train
2,apple experience,train
2,fulfillment associate,train
1,past prime,train
1,working rollercoaster ups,train
1,restrictive bereft creativity chaotic,train
2,fc associate,train
1,hard work,train
2,good people,train
1,area manager,train
2,good company,train
2,great place work develop oneself,train
1,big cold silver meat locker,train
2,home team manager,train
2,great company,train
2,director sale,train
2,looking challenge look,train
2,great company work,train
1,safety,train
1,need better middle management finance,train
2,sdeii,train
1,stay away,train
2,software technology leader,train
2,elevate game amazon,train
1,hard work low pay,train
1,would recommend job anyone,train
2,great job great pay great people,train
1,individual success matter,train
2,solid company work,train
1,software engineering,train
2,great place employed great place work,train
1,horrible leader work life balance,train
1,good first job,train
1,atrocious,train
1,keep resume date keep looking,train
2,amazon,train
2,software developer,train
2,ops intern,train
2,best place start learn grow,train
1,great company work senior level employee younger talent,train
2,regular review nothing new amazon great place work,train
2,analytics intern,train
2,great company crossroad,train
1,inhospitable place work,train
1,senator sander right accurate,train
1,customer service,train
1,premier field engineer role stay away,train
1,used great normal corporate place work life balance,train
1,company without real business,train
1,started great knew getting travel long hour,train
2,sde ii,train
1,slave,train
1,great place work,train
1,worst place work 25 year career,train
1,turnover high,train
1,safety specialist,train
2,big company lot possibility,train
1,apple poisonous culture mind control slavery,train
2,reserve customer serive associate,train
1,love loss,train
2,gone downhill,train
2,great place work,train
2,amazing place work,train
2,great company super smart people,train
1,long hour hard physical work monotonous,train
2,sehr empfehlenswert,train
2,great place work,train
1,say tin,train
1,current sde2 working amazon fun,train
1,quality control,train
2,great,train
1,avoid unless got deathwish,train
1,worst job ever,train
1,suggested,train
2,ccg office category manager,train
1,company jeff bezos describes,train
1,shipping receiving associate,train
1,good place college grad,train
1,amazon full time job,train
1,fulfillment technology,train
1,good opportunity earn,train
2,great,train
1,consultant,train
1,transaction specialist,train
1,dco tech 3,train
1,like work microsoft,train
2,account executive,train
2,expected great company,train
2,love microsoft,train
2,principal software engineer,train
1,stay away microserf brainfarm,train
1,overworked underappreciated,train
2,area manager intern,train
2,ok,train
1,reno office mentality unstable,train
1,get work industry leading technology expense personal life,train
1,fulfilment associate,train
2,mac genius,train
2,exciting change strong momentum,train
1,software engineer,train
1,bizarre twilightzoneesque,train
2,good manager recognizes work belong,train
2,rzs,train
2,excellent learning experience,train
1,one job offer opportunity work home,train
2,intern,train
2,seven year microsoft,train
2,great company great philosophy,train
1,work apple xerox,train
1,area manager,train
1,fullfillment center,train
1,weak,train
1,great company wrong executive,train
1,worst job ever,train
2,specialist,train
2,fantastic company top,train
2,think outside box,train
2,retail retail place great even though retail,train
1,worst company work,train
2,trs bonne exprience,train
1,qae review,train
1,happy place,train
2,pay bad,train
2,great expenerience depends team,train
1,good work place,train
2,great environment wish connect people,train
1,backup plan,train
1,applecare,train
2,great company great value,train
2,red zone specialist,train
1,good way start substanding hyderabad,train
2,mea channel development manager,train
2,great company,train
1,sale,train
2,great people stressful atmosphere,train
2,google nicest big company work,train
2,amazing welloiled machine allstar mind,train
2,business analyst,train
1,absolutely terrible place work,train
2,amazon lead,train
2,work hard pay ok,train
1,engineer please join,train
1,software development engineer,train
2,customer focus great worklife balance,train
2,vary smart people work environment grind,train
2,well management company,train
2,software engineer,train
1,care,train
1,worst company work,train
2,great company,train
2,good opportunity develop,train
2,challenging rewarding customer service job,train
1,customer centric overgrown inefficient startup well tuned nonprofit machine expense employee,train
1,csm,train
2,best come get better,train
2,full time amazon,train
1,process assistant,train
2,dynamic work atmosphere excellent learning,train
1,good company soso department,train
2,exciting fun,train
1,anonymous,train
2,always day one,train
1,packer,train
1,creative people working,train
2,program manager,train
1,avoid working apple retail,train
2,great,train
1,slave labor camp,train
2,seior software engineer,train
2,ambitious,train
2,big company plus minus,train
2,competitive pay,train
2,production system engineer,train
1,decent,train
1,poor treatment employee,train
1,une bonne cole mais,train
1,virtual call center csa,train
1,great,train
2,great place work selfstarter,train
1,human resource business partner,train
1,great company thankless,train
1,exciting,train
2,great place work,train
1,customer service,train
1,development supervisor,train
2,pretty good,train
2,sr program manager,train
2,retail position review,train
1,know,train
1,iphone operation,train
1,politics killed,train
2,fun make history,train
2,warehouse,train
2,finance manager,train
1,better hope end better team,train
1,highly political atmosphere,train
1,extremely long hour coworkers,train
2,fast paced highly innovative company work,train
2,project manager,train
1,apple good transition job career,train
1,like working free,train
1,pro con,train
1,three year experience,train
1,interesting work life little local innovation leadership cold corporate experience,train
2,sort associate,train
1,misled,train
2,ok,train
2,business analyst,train
1,associate,train
1,average retail experience,train
2,definitely good choice,train
2,amazing workplace,train
1,overall bad though fairly pressurized work envorinment,train
1,terrible place work family,train
1,hr admin,train
2,fantastic place workif culture fit,train
1,disorganized malfunctioning good like corporate game,train
1,work hard hard hard make ceo rich,train
1,pathetic support seller,train
2,great company good work life balance,train
1,worst employee hr manager,train
1,descent,train
1,inside sale dublin,train
1,customer obsessed expense employee,train
1,category leader,train
2,best tech company work,train
1,amazon think definitely place value family personal life,train
1,nothing brag complain,train
1,life hell work bad manager,train
1,marketing,train
1,good people limited career opportunity locally,train
1,misleading unorganized play employee time expectation,train
2,great company grow,train
1,associate,train
1,amazon slave,train
1,betterplaces work,train
2,horrible policy,train
2,great company great challenge,train
2,hand best company work,train
2,ui developer,train
1,stay away amazon,train
2,recruiting business partner,train
1,electrical engineer,train
2,amazon machine learning team great place,train
2,1000 midsized small company 1 name,train
2,microsoft review,train
2,great company,train
1,dublin mostly back office decent office,train
1,tsp,train
1,microsoft declining company,train
2,would work nre,train
2,amazon good place work friendly management coworkers,train
1,good temporary job,train
2,passionate learn new thing,train
1,warehouse associate,train
2,dd,train
2,working m,train
2,conformist bureaucratic,train
2,amazon good bad,train
1,great,train
1,run away fast even temptation l65 gig,train
2,changing world,train
1,cheap place work drastic year year cut overworked underpaid,train
2,like drinking fire hose good,train
2,data center operation,train
1,microsoft advanced technology lab cairo worset place start career,train
1,seasonal sortation associate mke5,train
1,operation manager,train
1,good experience toxic managment,train
2,amazon hyderabad,train
2,product mgr,train
1,get fooled career experience,train
2,cool job,train
1,leave come,train
1,facebook,train
1,great project restless environment,train
1,apple mac genius,train
2,red zone specialist,train
1,graduate scheme need shake,train
1,stower,train
1,need lot hour decent pay rate need free time job,train
2,work pay great people management,train
2,great place work great career opportunity,train
1,amazon,train
2,microsoft,train
2,pay good actual work fun,train
2,proud work,train
1,pathetic downright terrible,train
2,retail truly retail,train
1,senior manager,train
2,like challenge amazon place,train
1,great democrat,train
1,work hard make history,train
2,never satisfied,train
2,feedback,train
2,good opportunity,train
2,proud member jordan engineering society energetic result detail oriented person eager appl,train
2,io techcust sup lvl 3,train
2,senior color author associate,train
2,alright,train
1,amazon outbound pickerseasonal,train
2,challenging interesting compensated well,train
2,associate,train
2,one best company work,train
2,awesome place start,train
1,supervisior,train
2,alle nett alles gut,train
2,one best company work,train
1,software design engineer,train
1,mturk pay suck,train
2,senior lead program manager,train
1,high pace low direction,train
2,new warehouse,train
2,microsoft good company work,train
2,great place work,train
2,sorter control,train
2,smart people great culture,train
2,great place work however culture still forming competitive,train
2,flexible working,train
2,great company,train
1,worst place ever worked,train
2,excellent benefit people,train
2,intern,train
1,fc associate,train
2,great company,train
2,good far,train
1,production associate,train
2,mba intern,train
2,tough culture,train
2,virtual csa,train
1,app review,train
2,hard move retail,train
1,construction manager,train
1,microsoft,train
1,glamorous might seem,train
1,vanity fair article target,train
2,awesome place,train
2,service engineer ii,train
1,network engineer,train
2,lead mac genius retail store,train
2,work smart people prepared sacrifice personal life,train
2,inbound receive,train
2,finance team,train
1,5 an chez apple,train
1,microsoft store,train
1,flow lead,train
1,seasonal inbound stower,train
2,great company,train
1,stressful,train
2,closest place paradise,train
2,good opportunity tough,train
1,success dependent one direct manager,train
1,7 year good 4 year awful,train
2,excellent benefit,train
2,facebook,train
1,recommend bruising management,train
1,opinion amazon,train
1,unprofessional practice,train
1,despite reputation amazing product glossy store one horrible place work,train
2,microsoft,train
1,technical expert,train
2,mountain view campus great,train
1,average,train
2,colleague really nice really helpful problem project,train
2,trainer,train
2,best must work retail,train
2,great company work,train
2,great company,train
2,mixed experience engineer,train
2,customer service advisor,train
1,look better ad,train
2,awesome place work,train
1,picker,train
1,great benefit deep flaw,train
2,bad middle manager giving amazon bad reputation,train
1,operation,train
1,amazon uk,train
2,specialist,train
2,different inside,train
2,great first time job seeker warehouse management pro,train
2,great product,train
1,join google gtech org,train
2,facebook,train
2,great place work,train
1,lead genius,train
2,desirable company work,train
2,good place start career,train
2,internship,train
1,cannot beat commute,train
2,great product damaging culture,train
2,front house concierge,train
1,company changed,train
2,could good depending looking,train
2,worked 12 year barring issue upper echelon engineer tend great,train
1,data center engineering operative,train
1,wolf get eaten,train
1,awful place work look good resume,train
2,glad back,train
2,great workplace excellent colleague great challenge,train
2,super,train
2,specialist,train
2,great company great work,train
2,specialist,train
1,director,train
2,great company work,train
2,lead tech,train
2,genius,train
1,great company 2009 hill,train
1,smile box face entry level employee fulfillment warehouse americanized sweat shop,train
1,ok,train
1,worse job ever,train
1,like drinking fire hose,train
2,laid back social attitude,train
2,great place work,train
1,education supervisor,train
1,good place work,train
2,manager,train
2,great company,train
2,fulfillment,train
1,good fresher tech job worth otherwise,train
2,fun low pay,train
1,work life balance,train
2,great place start career,train
2,great overall depending geo,train
1,great resume place desire stay long term,train
1,working amazon great right fit,train
1,favoritism run rampant,train
2,great company,train
1,behemoth lot learn,train
2,nice place work,train
1,bother,train
2,regional operation manager,train
1,worst employer ever,train
1,rsp,train
2,love store challenge must face everyday,train
2,great environment learn thrive apple retail typical retail job people recognize,train
1,bad experience,train
1,politics team,train
2,data scientist,train
1,amazon suck,train
2,work software development task meet amazon business need,train
2,smart colleague change constant,train
1,glad longer work,train
2,fun stressful work environment,train
2,specialist apple store,train
1,would recommend college hire please stay away,train
1,dock worker,train
2,recruiter,train
1,exciting used,train
1,amazon associiate,train
1,zero employee obsession,train
1,disappointing,train
1,aaa,train
1,amazon care employee,train
1,cloud sale azure,train
2,inbound product management office suite sharepoint etc,train
2,worse corporate gig sure,train
1,great benefit letdown year pas,train
1,first month great downhill,train
2,hard work rewarding,train
2,great place work focused,train
1,grew individual however many horror,train
2,content test specialist,train
1,work home customer service seasonal,train
1,great benefit terrible management,train
2,challenging work good compensation work culture confrontational team work valued,train
1,software engineer,train
2,part time fulfillment,train
2,good company much red tape,train
1,outbound,train
2,review,train
1,absolutely toxic working environment,train
2,still great place work slowly maturing,train
1,underemployed,train
2,software engineer 2,train
1,stressful,train
1,worst company worked,train
2,messed sleep cycle,train
2,full adventure,train
2,mieux que la moyenne,train
1,want robot job,train
1,hated jackonvillefl airport,train
1,workaholic life,train
1,amazon,train
1,lot operational load lifebalance,train
1,retail,train
1,fulltime associate smf1 sacramento,train
2,great,train
2,microsoft,train
1,picker,train
1,treated poorly like child,train
2,support engineer,train
1,grow,train
1,sale specialist,train
1,career,train
2,great company,train
2,chabros serbia,train
1,staffing coordinator,train
1,specialist,train
2,amazon great buy sell product world,train
1,global relation,train
1,proscons,train
2,amazon,train
1,great pay bad culture,train
1,toxic,train
1,diverse company,train
1,good fit,train
1,terrible unless mindlessly devout apple product,train
2,marketing manager,train
2,good use nokia asset bought well,train
2,great learning experience,train
2,manager,train
2,family tech savvy people easily talk technology,train
1,creative,train
1,amazing benefit leave,train
1,engineer place joke,train
1,reconsider joining company,train
1,great retail job great career,train
1,worst company ever,train
2,place grow speak challenge,train
1,extremely disappointing disheartening,train
2,bin con,train
2,college hire,train
1,year ago use great place work much,train
2,best place work,train
1,scope impactamazingreview systemaweful,train
2,many opportunity also chaotic,train
2,great experience,train
2,sortation,train
1,terrible organization,train
1,sinking ship,train
1,awful,train
2,specialist,train
1,poor worklife balance,train
2,good place learn,train
2,software engineer,train
1,sucked,train
1,lip service opportunity woman disabled minority,train
1,software engineer,train
2,great place,train
1,worst job ever,train
2,usual depends manager,train
1,experience challenging regional management support unwilling support,train
1,worked,train
2,work apple store specialist love,train
2,huge company arrogant management,train
2,great place work,train
1,suck,train
1,going fasst,train
2,company build dream,train
2,good experience,train
1,amazon deserve success,train
1,hope know,train
1,working amazon web service,train
1,teamwork amazon,train
2,high impact highly hierarchical,train
1,someone worked amazon 5 year,train
2,useful socially business wise,train
1,good benefit terrible management,train
1,horrible microsoft retail store experience,train
2,good friendly environment campusapart also learnt many new thing working,train
2,change may new norm reality yet,train
2,good job opportunity,train
1,good place start career,train
1,horrible cultlike place work,train
1,evaluation,train
1,fc full time associate,train
2,nice,train
2,driver,train
2,associate,train
1,suck,train
1,ok last resort job,train
2,working microsoft better past job,train
2,best time worst time,train
2,get work smart people politics stifling,train
1,lack vision dinosaur old industry,train
2,technical support,train
1,disappointing,train
2,facility tech,train
1,warehouse fullfillment,train
2,business administrator,train
1,job drive insaneliterally,train
2,great place work,train
2,executive assistant,train
2,enjoy working lot people,train
1,multi drop driver,train
2,sale development specialist,train
2,really great work environment,train
2,product design engineer,train
2,great company select right product team,train
1,flex hour,train
2,like job,train
2,chaotic oppressive,train
2,software development engineer ii,train
2,highly competitive,train
1,picking,train
1,good company,train
1,lot backstabbing,train
1,sweat shop,train
2,good place work,train
1,meh job,train
1,rating,train
1,straight outta college,train
1,customer service represenative,train
2,best parttime job college forever,train
1,resume builder,train
2,long term career,train
2,high turnover,train
2,imagined,train
2,operation program manager,train
1,phone getting heavier,train
2,senior director,train
2,production engineer,train
2,team lead,train
1,mr john doe,train
2,supportive cohesive great experience,train
1,political lack diversity,train
1,recipe burnout,train
1,salary good compare work,train
1,consultant,train
2,keep good work,train
2,seasonal worker,train
1,worked long time 15 year,train
1,bing microsoft,train
1,bad experience teamdependent,train
1,amazon,train
2,great journey working microsoft,train
2,best job ever,train
1,real apple,train
2,review,train
1,political place place decent folk would thrive,train
1,pay well good benefit,train
1,nyt right run fast,train
1,microsoft became non american company,train
1,creative,train
1,degreeexperienceambition avoid kennewick wa call center,train
1,fraud analyst,train
2,interesting rewarding work expect lot hobby,train
1,i rep,train
1,data analyst,train
2,operation specialist,train
2,awesome place work,train
1,stable time rock road others,train
1,entreprise formatrice mais au management inexistant,train
1,ok ok company,train
1,employee friendly process driven,train
2,apple solution consultant,train
2,pod lead,train
1,apple retail becoming like real job,train
1,sde,train
2,senior advisor,train
2,work work work,train
1,moyen,train
2,good,train
2,company care employee,train
2,sde1,train
2,software engineer intern,train
2,great company work learn,train
1,fulfillment associate,train
1,lot learning also lot politics,train
1,sde ii,train
2,great company could use work recently,train
2,great people culture company changing,train
2,great work culture,train
2,great company,train
1,inside amazon,train
1,sde,train
1,wouldnt recommend,train
2,people centric company,train
2,great place work want make difference,train
2,two edged sword self growth brand name,train
2,well,train
2,great work experience,train
1,speak softly vigorously search another job avoid ont8,train
1,zero worklife balance work load bad management systematic,train
2,great company,train
2,number one reason,train
2,area manager,train
2,pretty good,train
2,excellent company extremely smart helpful people,train
1,slavery unreasonable gauge performance,train
2,great place work people around technically sound full positive attitude,train
1,amazon stepping stone,train
1,great experience poor work environment,train
2,business administrator,train
2,internally competitive dog eat dog,train
1,career limiting move join microsoft india gtsc,train
1,horrible,train
2,good job alot hour,train
1,blind leadership,train
1,fantastic,train
1,run fast,train
2,brilliant company brilliant people,train
2,fantastic company,train
2,redzone specialist,train
1,machine learning,train
2,work hard fun make history,train
2,stow,train
1,besides b job,train
1,microsoft,train
2,full time associate,train
2,really enjoy working amazon,train
1,place work care personal life,train
2,great place work,train
2,wonderful work environment collaborative atmosphere,train
2,program management,train
2,never worked company cared much employee health wellbeing happines,train
2,genius,train
2,amazing work environment,train
1,favoritism politics,train
1,expected giant,train
1,story robot mkc6,train
1,amazon fulfillment centre,train
2,good company work like working cooperate,train
1,seller support,train
2,love,train
1,great place learn move,train
1,sweatshop,train
2,tech company,train
2,intern,train
1,love hate much,train
1,exactly perfect would believe,train
1,return center,train
2,overworked underpaid unappreciated,train
1,customer service,train
1,trainer,train
1,great place learn career growth benefit,train
1,best retail existence still retail,train
1,transaction risk management service,train
2,good new comer,train
1,company losing focus,train
1,work life balance,train
2,good review,train
1,pop truck driver,train
2,program manager,train
2,technical program manager,train
2,decent place work,train
1,sort team,train
1,athome applecare good sound,train
1,department buyin amazon culture,train
2,great ever since satya nadella took command,train
1,great benefit job unsatisfying,train
1,okay,train
2,best retail job ever,train
1,full politics peculiar culture refers,train
1,program manager,train
1,software engineer,train
2,recruiter,train
1,great learn easy burn,train
1,fake managing,train
1,company joined six year ago,train
1,con outweigh pro landslide,train
2,agile coach,train
2,great company,train
2,great place work,train
2,happy amazonian,train
2,cannot imagine better workplace,train
2,top notch,train
2,support engineer 2,train
2,enterprise strategy architect called digital advisor,train
1,amazon longer teenager oh level approval top heavy management,train
2,ok,train
1,netflix working hbotime warner everyone trying pretend work google,train
1,lot micromanaging,train
2,qa engineer,train
2,thought,train
1,senior software engineering,train
1,area manager insight,train
2,happy,train
2,tough environment process fear,train
2,company continus change process,train
1,specialist,train
1,fulfillment worker,train
1,overworked rushed,train
1,manager operation role,train
2,sort center worker,train
1,csa,train
2,amazing opportunity make,train
2,pm title,train
1,great job bad company,train
2,like,train
1,senior program manager,train
1,software engineer,train
2,dream job,train
2,great place work,train
1,politics best,train
2,unlike place,train
1,use magnifying glass prove something obvious,train
2,passionate people striving big thing,train
2,specialist,train
1,bad experience,train
2,decent entry level work,train
2,decent place work second job,train
2,risk investigator review,train
2,amazing place filled opportunity,train
2,great scope,train
2,lifetime,train
1,singled torn,train
2,senior program manager,train
1,mehr schein al sein schade,train
1,good luck wise decision,train
2,provides family,train
1,great company benefit emphasis employee,train
2,algorithm engineering,train
1,area manager,train
2,microsoft,train
2,work life amazon,train
1,worked paid,train
1,prefer specify role,train
1,fulfillment associate,train
1,apple fr,train
1,trying catch,train
2,positive experience,train
2,team lead,train
2,rollarcoaster,train
1,meh,train
1,work shipping receiving associate dat1 smyrna,train
2,working hard fun,train
1,vision done,train
1,think different,train
2,large corp,train
1,amazon worth name personally almost caused ptsd,train
1,sale specialist,train
1,fba team unprofessional unethical horrible place work high staff turn due management,train
2,great company high stress,train
2,awesome perk awesome challenge,train
2,software engineering intern,train
1,anonmous,train
2,great place grow meet amazing mentor,train
1,another retail job,train
2,open office breed introvert,train
1,great flexibility,train
1,get together,train
2,suck rumor,train
2,game artist,train
2,great company poor management,train
2,great place learn terrible worklife balance,train
1,toxic political environment,train
2,great company different orgs different experience,train
1,great benefit treated terrible,train
2,matrixed pay well,train
2,google review,train
1,epic fail,train
1,good employee,train
2,great work environment,train
1,warehouse assistant picker,train
2,great campus benefit frustrating corporate culture,train
1,poor emphasis employee development,train
1,average,train
1,amazon,train
2,good,train
1,hardwork get fired wrong grow customer service,train
1,horrible,train
2,great place work,train
2,amazon fulfillment,train
1,google map gi surveyor,train
1,certain type people might succeed,train
1,worth anymore,train
1,unfair company value people work,train
2,software engineer,train
2,work hard rewarded,train
1,microsofts slippery slope,train
2,good program lot opportunity,train
2,place like,train
1,cheap company,train
1,inside sale dublin,train
2,great people poor management appalling review process,train
1,want well expect sweatshop experience sweatshop reward,train
1,suck,train
2,awesome workplace,train
2,microsoft product advisor review,train
2,satisfied,train
2,former employee,train
1,rf engineer,train
1,smart people poor leadership cowboy culture exalts individual collective,train
1,beware,train
1,company treat resource person,train
2,creative shop strategist love job,train
2,customer support associate,train
2,software engineer,train
1,getting worse,train
2,time apple far,train
2,customer manager,train
2,great work place culture,train
1,mask design,train
2,apple retain,train
1,warehouse associate,train
1,broken promise,train
2,great company,train
1,amazontemp,train
1,good pay long hour mind numbing,train
1,wtf even,train
2,program manager,train
1,great company becomes cutthroat day,train
1,quit first day training,train
2,inspiring great work environment,train
2,good bad,train
1,manager,train
2,good,train
2,best retail still retail fair oak mall,train
1,pas,train
2,making big difference globally,train
2,great company,train
2,senior manager,train
1,everyone high stress company growing pain,train
2,fast paced intense environment,train
2,exhilarating career experience,train
2,software developer,train
2,great company work luck run,train
2,good company,train
2,great company,train
2,great company great people,train
1,mixed,train
1,busy hard working demanding,train
1,kind like farming,train
2,work top talent field,train
1,bad personal life,train
1,mixed feeling company,train
1,ipm,train
2,frustrating bureaucratic impersonal,train
2,manager make break career,train
1,started great became miserable environment,train
1,nice,train
2,fine company sad end mobile division,train
2,support engineer,train
2,amazon sdm point view,train
2,review microsoft,train
2,microsoft,train
1,good,train
2,great people great team,train
1,ok place work,train
2,absolutely best experience could hope amazing team,train
1,used decent downward spiral seems consistent,train
2,technical recruiter,train
1,talented workplace life,train
2,apple retail manager,train
2,great place work,train
2,great place,train
1,aha home advisor,train
2,great place work,train
1,erc costa rica,train
1,misogyny abounds,train
1,good work experience amazon warehouse,train
2,quality analyst,train
2,great company great benefit still retail job,train
1,competitive stackranking limited career growth outside redmond,train
2,ok,train
1,work came startup environment,train
2,service specialist,train
1,excellent employer politics eating m like termite,train
1,ugh,train
2,good place build career,train
1,cna,train
1,awful,train
2,google course great,train
2,intern,train
2,customer service associate,train
1,best dead end job world,train
1,learning trainer,train
1,work life balance,train
1,best,train
1,pretty good fell cliff,train
1,anonymous,train
2,super experience,train
1,love machine much treat like one,train
2,ok place work,train
1,go,train
2,cloud support associate,train
2,senior manager,train
2,product design engineer,train
1,process assistant,train
2,culture,train
1,worst place,train
2,review,train
2,senior account executive,train
2,prime fulfillment associate,train
1,work amazon,train
2,senior product marketing manager,train
2,nice,train
2,microsoft creates truly amazing product,train
1,environmental condition,train
2,good,train
2,alot work working youll lose weight stay busy,train
1,prime plantation,train
2,best customer service company globe,train
1,jerk succeed,train
2,great work fine location,train
2,good culture,train
2,good place work want focus family,train
1,advanceas long bos like,train
1,working environment amazon,train
1,worked amzl tight nit group young manager important market well within company,train
1,mistake lifetime total career suicide hillsboro,train
2,sde,train
1,work work work,train
2,great people great management,train
1,amazon fulfillment eh,train
1,amazon heaven hell,train
2,lead level 3,train
2,tier,train
1,lot promise ultimately frustrating internal politics,train
2,great place work enough pay,train
2,great company,train
2,brain explode boredom,train
2,durchschnittliches unternehmen,train
2,love job,train
2,great upper management,train
2,area manager,train
2,field transportation lead,train
1,translation associate,train
2,great company however pocket company group bad,train
2,specialist,train
1,disorganized micromanaging respect staff,train
1,work,train
2,onboarding,train
1,tsp worst role inside sale dublin,train
2,na,train
2,survived,train
2,lose weight aka heart condition,train
2,first job love,train
2,sale associate,train
1,lot shiny surface little depth,train
1,fulfillment associate warehouse worker level1,train
2,web development engineerii,train
1,repackager former employee,train
2,sr recruiter,train
2,full time fulfillment associate,train
2,apple boh specialist,train
1,fresh,train
2,fun friendly fast paced work environment,train
2,hrbp,train
2,program manager,train
1,amazon area manager,train
1,global operation specialist,train
1,nice lasted everything cut,train
1,senior consultantmicrosoft consulting service,train
1,avoid better option get exp much leave toxic place,train
1,good place junior level engineer,train
1,world condescended inferior,train
2,first company experience valuable experience,train
1,everyone,train
2,huge impact brilliant coworkers,train
2,application development center,train
1,fulfillment asscoiate,train
1,quality assurance,train
1,look elsewhere good time msft really,train
1,went great place work absolutely boring place work,train
2,good,train
2,fulfillment center associate,train
1,great place work,train
2,inventory control sorter packer,train
1,assist steve job,train
2,great lasting experience,train
2,program manager,train
2,wonderful place work,train
1,con outweigh pro healthy job satisfaction,train
1,terrible company,train
2,work life balance great,train
1,worst place,train
2,nice place work,train
1,highly physical impossible standard unsafe treated like criminal,train
1,care employee,train
2,back house specialist,train
1,hit miss depends group manager,train
1,work,train
2,good money workaholic,train
2,group super smart people,train
2,engineer infra team menlo park ca,train
1,software engineer,train
1,amazon care,train
1,medium skilled startup,train
1,good pay unyielding stress,train
2,intern,train
2,great company work,train
1,grunt work like sweat shop,train
2,challenging fast paced environment,train
1,manageement,train
2,warehouse operator,train
2,look good beginning shocking terrible culture,train
2,tough get great place,train
1,okay great payed bill,train
1,toxic negative environment far internally focused lost sight customer,train
2,great place,train
1,currant employee3 year,train
1,terrible humilating diversity candidate,train
2,sde ii,train
1,great company serious management issue,train
1,marketplace account manager,train
1,good place work,train
1,good place start career,train
2,great workplace work life balance benefit,train
1,would recommended,train
1,account manager,train
1,okay,train
2,good place work,train
2,long haul,train
1,research,train
2,solid place work,train
1,company great brookstreet,train
2,poor middle management leadership,train
1,amazon eh,train
1,think reality,train
1,hr manager,train
1,post employment review microsoft,train
1,easy work strong mind needed,train
2,awesome,train
2,nice college job,train
2,aha apple,train
1,customer service associate,train
1,dublin sog job,train
1,fantastic,train
1,scanner,train
1,want work amazon,train
1,specialist,train
2,become tcsa,train
1,amazon warehouse associate,train
1,occasional feeling accomplishment drowned politics reorgs lack strategic vision,train
1,digital marketing manager,train
1,executive business administrator,train
1,high attrition rate irish office,train
2,packer,train
1,guru,train
1,aws sydney,train
2,great place work,train
2,great enviroment,train
1,career microsoft,train
1,highly political cut throat people least one recognized model employee,train
1,good place work,train
1,good place young people join,train
2,intern,train
2,exciting challenging environment,train
2,good wide variety team,train
1,tough job rewarding,train
2,good pay benefit highly unorganized,train
1,decent year,train
1,area manager,train
1,customer service representative,train
1,hr manager,train
2,great technology internal tool,train
1,bad overall cannot fixed,train
2,great benifits work tail,train
1,overworked valued,train
1,job,train
2,find healthy team could really great,train
1,good place work,train
1,fall role worst,train
2,amazing ride many opportunity make massive impact world computing,train
1,program manager customer experience,train
1,data centre operation engineer,train
2,amazon driving stone constantly challenging improve work towards expectation team,train
1,software development engineer,train
2,software engineer,train
2,review apple,train
2,amazon chennai,train
1,retail unfortunately going downhill fast,train
1,wk2015,train
1,worst company ever worked,train
1,picker,train
1,outdated model misapplied statistical data customer service agent work home,train
2,micromanagement plus limit use skill,train
1,one incisive yet ambiguous learning experience human nature hitech,train
1,athome chat advisor,train
1,great place work,train
1,avoid possible detention camp,train
1,partner account executive,train
