review,rating,split
Not For Those Career Minded,0,train
Operations Manager,0,train
Amazon review,1,train
Specialist,1,train
Statutory and Tax Controller,1,train
I would not recommended it,0,train
Build your resume and then get out before it kills you,0,train
Liers,0,train
Technical Recruiter,1,train
"Work hard, have fun, make history",1,train
Software Development Engineer,0,train
Calibration process is forcing unhealthy competition,0,train
back of house specialist,1,train
There is always someone to learn from,1,train
UX Engineer,1,train
Stop the Madness!,0,train
Clockwork,0,train
Great company,1,train
Great Innovative Company,1,train
amazing,1,train
great comp,1,train
Amazon - Best place and company to work for,1,train
Fulfillment Associate,1,train
"Learned a lot, decent compensation. Sometimes infuriating.",1,train
Nice,1,train
Software engineer,1,train
Partnerships Manager,1,train
"Crazy intense, crazy huge learning opportunity",1,train
iOS Technical Support Advisor,1,train
Don't pay any attention to the newscast stories about the company is growing by leaps and bounds,0,train
Awesome,1,train
Avoid if you can. Don't just look at compensation.,0,train
Not a good place to work at anymore,0,train
procurement manager,0,train
It's Google,1,train
My advice is stay away unless you will work as manager or high level roles,0,train
NYT is right run fast!!,0,train
"Garbage, will likely force you to quit or fire you for very small things",0,train
FIRE THE CEO and other horrible Management,0,train
They suck,0,train
"Very group dependent, but still not what it used to be...",0,train
Strategy Manager,0,train
very interesting it proved that it's worthness,1,train
Program Manager II,1,train
IT Support Engineer,1,train
"Great company, but often burdened by middle management bureaucracy and resource challenges",1,train
It's very cool I like it,1,train
At Home Advisor,1,train
"Amazing people, amazing environment, okay salaries.",1,train
great company to work and have fun,1,train
Amazon,1,train
Terrible,0,train
Always Day 1,0,train
Software Engineer III,1,train
MS Review,1,train
foreclift operator,1,train
"Extremely cliquey, political, poor culture, lacking in communication and career growth.",0,train
SDS Associate,1,train
"Avoid like a plague, Windows Group at Microsoft IDC is the worst place",0,train
"Google is great, recruiting org not so much",0,train
Good Organization to work for!,1,train
Lots of great promises but....,0,train
Not great for SME B2B,1,train
"Great benefits, stimulating work environment but politics and performance stack ranking make it very challenging to stay",0,train
Stressful work. Onsite support.,1,train
Customer service Manager,1,train
Great company,1,train
About Amazon,0,train
dont work here,0,train
"Not the best job, but not the worst.",1,train
"Roles don't matter, just get it done with quality however you can.",1,train
Seasonal CSA- work from home,0,train
Work hard and hard and hard to make the CEO rich!,0,train
Amazon,0,train
Devs are amazing. Leadership is not.,0,train
Decent place for freshers to start off,1,train
"Worst management, good for newbies, Seasoned IT professionals are not favored",0,train
AppleCare Advisor,1,train
Building a career at Microsoft,1,train
Internship Review,1,train
Retail,1,train
AppleCare Advisor,0,train
Not a place to retire from....,0,train
Amazing Retail Opportunity. Not an amazing career opportunity,1,train
Worst job I have ever had.,0,train
best place to work with,1,train
"Faceless, anonymous corporation where people don't matter at all.",0,train
Good place for experienced and Campus placed freshers,1,train
Don't do it,0,train
Unfair Practices,0,train
Just Amazed being in Amazon,1,train
Data Engineer,1,train
Bad Management,0,train
Content Developer - A not-so-Amazon experience,1,train
Good Company,1,train
Micrososft CRM team - A nightmare!,0,train
Fullfillment Associate,0,train
Recruiter,0,train
Think twice before joining....,0,train
Sr Risk Analyst,1,train
You won't have a life.,0,train
"Great company, but I was in a hostile work environment so left a lot to be desired.",1,train
"Analytics Manager, XBOX",1,train
Enterprise advisor,0,train
They need to take care better their employee,0,train
Need a new life,0,train
Run Away,0,train
"Could be better, but not horrible",0,train
Review of Amazon,1,train
Work hard. Have Fun. Make History,1,train
So much potential,0,train
Specialist,1,train
Great,1,train
virtual customer service agent,1,train
"Good company, so-so department",0,train
Area Manager,1,train
lacking in innovation,0,train
Software Engineer,1,train
Former HR Associate,0,train
In process,1,train
"If you have other offers from same level company, then",0,train
HR Specialist,1,train
Challenging,0,train
Huge disappointment,0,train
Poor sales environment,0,train
Working for Microsoft Canada is like stabbing yourself in the eye - repeatedly.,0,train
"Like working at a start-up, a very big one. The friendliest and fastest work environment I have ever been part of!",1,train
I feel like I'm on a sinking ship...,0,train
"Not a perfect company but if you speak to the right people, have good intentions, you can easily solve blockers.",1,train
Amazon,1,train
Microsoft 2013,0,train
Has pros and cons.,1,train
Great Place to work,1,train
Great opportunities but not always within easy reach,1,train
Its always fun to work at Amazon,1,train
Financial Analyst,0,train
Warehouse associate,0,train
Sorter,1,train
Sort Associate,0,train
"So far, most of my experiences have helped me grow.",1,train
Meh,1,train
Horrible management,0,train
Senior Services Manager,1,train
i give 2 star,0,train
Work here at your risk you have been warned,0,train
Amazing company to work for,1,train
Miscommunication,1,train
Employeecentric,1,train
Human Resources,0,train
American sweat shop with decent pay depending what state you're in.,0,train
Musical Chairs,1,train
Modern Slavery,0,train
Principal Account Manager,1,train
Business Manager,1,train
Good place to work,1,train
ICQA,0,train
Avoid this place!,0,train
Account Executive,0,train
Horrible,0,train
excellent place to learn engineering,1,train
Not awful,0,train
Great company,1,train
Working there,1,train
"Great opportunities, bogged down by process",1,train
"Over worked,",0,train
"Customer centric, yes. Employee centric, hmmm...",0,train
Work Differently!,1,train
It's laid back but tedious,1,train
Warehouse associate,0,train
Very satisfied employee who's been in many teams,1,train
Caution proceeding,0,train
Amazon,1,train
"Great company, great products",1,train
Need some cultural changes,1,train
"Great pay/benefits, but...",0,train
"It was the best of times, it was the worst of times",0,train
"Great company, excellent benefits",1,train
"A company constantly failing to meet it's values & principles, by far the worst company I have ever worked for!",0,train
A great company,1,train
A bunch of children try to be professional,0,train
Intern,0,train
A good place to progress,1,train
Happy Place,0,train
Worst place to be in,0,train
"Great Place, Mind the fools in management",1,train
Jeff Bezos Must Think we're Robots,1,train
Technical Support,1,train
Customer Service Representative,0,train
1 Year at Amazon,0,train
good,1,train
Genius,1,train
Horrible,0,train
Became really bad and corrosive place to work,0,train
worst company ever,0,train
Performance Manager,0,train
Warehouse work,0,train
It was an ok job,0,train
"Decent, you get what you're expecting to get there",1,train
Premier Field Engineer is a wonderful place to work with extraordinary people to work with,1,train
Senior Human Resources Assistant,0,train
OMR,0,train
Superb experience,1,train
Senior Consultant-Microsoft Consulting Services,0,train
"Mixed bag... 50% Epic, 50% Pointless",1,train
Good way to start if you but not sub-standing in Hyderabad,0,train
Senior Manager,0,train
"Good company, terrible people",0,train
Good people - poor leadership,0,train
Optomechanical design engineer,0,train
Packer,1,train
Meh.,0,train
Horrible Place,0,train
Performance is closely monitored on a weekly basis,0,train
"Great for full-time employees, horrible place for contractors",0,train
TAM,0,train
Worst,0,train
Warehouse sorter,1,train
Programs,0,train
Associate,0,train
Every place has tradeoffs,1,train
Senior Software QA Engineer - Product Systems Quality group,0,train
Awesome place to learn technology and grow professionally,1,train
Great company new vision,1,train
Marketing Consultant,1,train
Specialist,1,train
Great Salary but hectic job,1,train
"Excessive Turn-over, Work Mobbing, Culture of Fear, Corporate BS at it's FINEST",0,train
"Good for freshers and Tech jobs, not worth otherwise",0,train
DA,0,train
Technical Program Manager,1,train
Amazon,0,train
"Restrictive, bereft of creativity, too chaotic.",0,train
SDE,1,train
Software Design Engineer,0,train
ICQA,1,train
Associate,1,train
Fun job but not career,1,train
Great company to work for,1,train
best workplace,1,train
General labor,1,train
Technical support run like a sweatshop and paid the same as a product zone specialist!,0,train
Reasonable company to work for,1,train
Fast paced but slow to react to competitors.,1,train
A wonderful place to retire in.,0,train
Low pay,0,train
very nice company,1,train
Manager Operations,0,train
Metrics for the better or worse,0,train
Data center Technician,1,train
"Good benefits, low pay. Everyone is replaceable.",1,train
Part time Specialist,1,train
"Hard Work, Long Hours, Decent Salary, Good Opportunities",1,train
They work you hard,1,train
Good Experience,1,train
"Good benefits, workplace",1,train
Catalog Associate,0,train
Conflicting,0,train
Teacher,1,train
Specialist,1,train
"The pay was decent, but the job is very boring and antisocial",1,train
"Manager, Seller University, Online Marketing",1,train
Great experience to put on your resume. But not a long term choice.,0,train
Exceptional,1,train
China stuff,0,train
Amazon Fulfillment center is a horrible pace to work at,0,train
If you love Microsoft in the 80s you¡¯ll love Apple in the 2000¡¯s,0,train
"Fathers, your baby HAS to be born 365 days after your joining date for you to take paid paternity leave benefit.",0,train
Growing pains...,1,train
TSP : Worst role in Inside Sales Dublin,0,train
"Unprofessional, unrespectful environment",0,train
Great company to work for,1,train
It's really about drinking the Kool-Aid,0,train
"Good place to get trained, but not great if you care about products and customers.",0,train
Management has no clue,0,train
Great pay for the work / Don't appreciate employees,0,train
"Really does move fast, and you have to keep up.",1,train
Not happy,0,train
Packer,0,train
I had a great experience with Apple but the pros and cons below will give further insight to the positive and negatives.,1,train
Picker,0,train
Not very good,0,train
Room for Improvement,0,train
big and bloated,1,train
classic call center,0,train
"Apple Retail Store, Phoenix",1,train
Excellent Place to Work,1,train
Overall good,1,train
Don't Do It,0,train
facebook,0,train
great company,1,train
Great to learn but can't grow,0,train
Make sure you know what you are signing up for --- Crazy hours and Compensation Traps,0,train
Highly recommend working elsewhere,0,train
Worst Management,0,train
Account Manager,1,train
"Learned a lot, developed a lot. Great company to work for a number of years.",1,train
Program Manager,0,train
A place for innovators. Not a place to cruise.,1,train
Not a place for middle age caucasian workers,1,train
good place for beginners,0,train
Microsoft Services Global Delivery (MSGD) - Don't join,0,train
Experiences at Microsoft,0,train
Sales development,1,train
"Lip service about opportunities for women, disabled, minorities",0,train
Its okay,1,train
it'll do for now,0,train
Account Strategist,1,train
"Innovative business, tough on employees",1,train
A company that has a huge focus on customers and very little priority on it's own employees.,0,train
Great place to work unless you start in the call center,1,train
AHA meh,1,train
Its good,1,train
Exciting and challenging environment,1,train
Only for people willing to make their job their life.,0,train
Competitive compensation and caring management,1,train
Area Manager,0,train
The glossiest dead-end job you'll ever have,0,train
Good Tech Support Beginning Job,1,train
Not bad if you have no personal life,0,train
Cotton picking in the 21st century,0,train
Overhyped (atleast in India),0,train
"Facebook is the worst job, except for all the others",1,train
Very big company with a strong competitive culture,1,train
Packer,0,train
Senior Engineering manager,0,train
"Good learning experience, but no loyalty from the organisation,",0,train
Ambassador,1,train
low level sales,1,train
"Good product, poor work/life balance",0,train
Great experience,1,train
most of smart ppl leave to work for other competitors,0,train
Financial analyst intern,0,train
Designer,1,train
Services Executive,0,train
Microsoft Retail. Favoritism at its finest. Very hypocritical.,0,train
No job security,0,train
Japanese Language,1,train
Working for Amazon.com,1,train
Smoke & Mirrors!,0,train
Picker,1,train
"Not the worst place, but definitely not the best",0,train
Dissatisfying,0,train
Good company if you get hired into Senior Management,0,train
The glossiest dead-end job you'll ever have,0,train
Solid company,1,train
No life,0,train
Business Specialist,1,train
Customers First at the Expense of Employees,0,train
Manager,0,train
Operations Manager,0,train
Hard work but good pay,0,train
Inbound/stow,0,train
"Good benefits, very silo'ed MSFT work - great if you want to stay at MSFT forever, poor middle managers",1,train
Hell on earth!,0,train
Niveau des salaires,1,train
"Used to be great, now a mess",0,train
Incredibly challenging and very satisfying,1,train
Good,1,train
Service Engineer Insights,1,train
Problem solver,1,train
Process Assistant,1,train
Beware of the churn and burn!,0,train
Awesome,1,train
I love Google,1,train
Mehr Schein als Sein,0,train
Senior Catalogue Associate,1,train
Great experience,1,train
HR Assistant,1,train
You'd do better to work for Walmart,0,train
Excellent,1,train
Financial Analyst,0,train
too many cheifs,0,train
Software Engineer,1,train
Standard tech Brotopia,0,train
"Stifling, Toxic, Political",0,train
Network Ops,0,train
Amazon,1,train
It was OKAY,0,train
Marketing Manager,0,train
Tough but rewarding,1,train
"Excellent culture, intelligent coworkers, improving direction",1,train
Never Enough,0,train
Work culture does not make up for the very low wages.,0,train
Its Good,0,train
Warehouse Associate,1,train
Decent company to work for,1,train
Horrible!,0,train
Project Manager,1,train
Virtual Customer Service,0,train
The JUNGLE,0,train
Great Professional Development,1,train
Review,0,train
HR unprofessional towards part-time workers,0,train
"Nice while it lasted, not everything it is cut out to be.",0,train
"Lot of works without proper guideline, thrive or die",0,train
Work somewhere else!,0,train
Apple culture is a very positive experience.,1,train
Netflix Production Review,0,train
"Slow growth - even if you are an outstanding performer unless you are from IIT,IIM",1,train
okay,1,train
Bootcamp for those just starting out,0,train
Logistics for customer deliverables,1,train
Good,1,train
Meh.,0,train
Flexible and Fair Pay,1,train
positive,1,train
Pathetic HR practices,0,train
Great.,1,train
does not care about correct statistical use,0,train
Operations Manager,0,train
Disappointing,0,train
MSGD Hyderabad,0,train
still day one,1,train
I felt like I was in high school again,0,train
Great learning experience,1,train
"If you want to have a life outside of work, look the other way.",0,train
Great place to work and grow,1,train
Campus Recruiter Review,0,train
Incompetent Managers and POs make working here not worth the effort,0,train
Amazing Company but a Terrible Place to Work,0,train
Watch your back,0,train
It is just not worth it,0,train
Software engineer for 2 and a half years.,1,train
Good,1,train
Best Place to Work,1,train
"Former fulfillment associate, Carlisle PA",0,train
Very nice,1,train
Operations Manager-DVD Hub,0,train
"Garbage management, Bad Co-workers",0,train
Warehouse,0,train
Massage Therapist,1,train
If you are a corpo rat this job is for you,1,train
A place to be!,1,train
qa analyst,1,train
Excellence means always improving,1,train
Good Company,1,train
Lost their way,0,train
Warehouse Associates,1,train
Finance Analyst II,1,train
Many good and great attributes many severely bad management practices,0,train
dont do it,0,train
What an experience,1,train
"Fun, learned a lot",1,train
A tough place to prosper and grow,0,train
Amazon Seller Support,0,train
Fast-paced but flexible and many opportunities,1,train
Wide Scope and Freedom of Work,1,train
Best first job imaginable,1,train
Easy cash,1,train
A good starter job.,1,train
Great if you like a challenge!,1,train
enlightening,0,train
It's a sales job,0,train
Management is under qualified. Retail management coming from other retail stores. Expected more.,0,train
Specialist,1,train
Always best place to work to enhance our skills.,1,train
Slow but constant pace,1,train
totally dissatisfied there's no career,0,train
"Great, tough place to work!",1,train
Good place to work without any stress for those who don't except career growth.,1,train
Microsoft IDC - Unprofessional and bitter managers,1,train
Losing Much of its Charm,0,train
Not all parts of Google are created equal,1,train
Not a place to work at if you care about your personal life,0,train
salary,0,train
It's an ok job,0,train
Software Development Manager,0,train
Group Manager,1,train
Good company,1,train
"If you like making your own opportunities, this is the place...",1,train
Looking forward,0,train
Easy,0,train
Confortable,1,train
Investigation Specialist,0,train
"Possibly the best company to work for, if you are up to the challenge, can deal with pressure and politics",0,train
Great Company,1,train
Senior Financial Analyst,1,train
SQA Engineer,0,train
I like working here,1,train
Not like it used to be,1,train
It's not for everyone,0,train
It is perfect to work here!,1,train
Really great initially but things have gone way downhill over the past few years as the company has grown,0,train
Wild company,0,train
Intern,1,train
"If you are a masochist and a workaholic who thrives on fire drills, look no further",0,train
Not all it's made out to be,0,train
Awful,0,train
Logistics Associate Outbound,0,train
Salary,0,train
Needs better middle management in Finance,0,train
Brand Ambassador,1,train
It's the best job I've ever had.,1,train
"Great company, working to change & adapt to a new device & services world",1,train
Director of sales,1,train
Simply fantastic.,1,train
Long Time Employee,0,train
"High powered, high stress",1,train
Desperately trying to stay relevant,0,train
Work,1,train
Good all-rounder,1,train
Internship,0,train
Sorter,0,train
Meh,1,train
Ambassador,0,train
Probably avoid,0,train
Filled with Politics and Bureaucracy,0,train
Test manager,1,train
Apple Reiew,0,train
Great part-time job,1,train
Sales Director -- manager of individual sellers and technical sellers,0,train
sde,1,train
my review,0,train
Associate,0,train
Picker,0,train
Workforce MAnagement,0,train
Great ,0,train
Sr program manager,0,train
SDE,1,train
Consumer Services Advisor,0,train
Only for hard workers,1,train
Sales,0,train
Cloud Infrastructure Analyst,1,train
"Good place to work, the culture is an informal one.",0,train
QA Engineer,0,train
Good company to work for,1,train
Problematic Retail Wage Structure,0,train
Sales @ Microsoft,1,train
Software Development Engineer Intern,1,train
"i probably became a worse engineer while i was here, a better manager, and a much better bureaucrat",0,train
Amazon Flex Driver-Dont believe the hype,0,train
"Circa 2015: Some new paint, same old walls...",0,train
Nice place to work,1,train
Starting to Rot,0,train
HORRIBLE,1,train
Inspiring company to work for,1,train
Amazon Review by Employee,1,train
SDE Intern,1,train
Inbound Dock,1,train
Beware,0,train
"Lots of operational load, no life-balance",0,train
Sweatshop,0,train
Sr. HRA,0,train
Greetings place to work,1,train
Warehouse hand,0,train
Heart of the company is in the right place but the social politics of management can be counter-productive,1,train
SDE Intern,0,train
No Raise for Cross Training,0,train
Glad I'm JUST an Amazon CUSTOMER again...,0,train
Great company if you take advantage of what they offer,1,train
Good work,1,train
Work in Microsoft China,1,train
Stow Department,0,train
Terrible company to work for,0,train
Not for the Faint hearted,0,train
A Great Company,1,train
Microsoft Review,0,train
Software Development Engeener,1,train
Specialist,1,train
Customer Specialist,1,train
meh,1,train
chance,1,train
Not what it used to be,0,train
Great company!,1,train
The most rewarding Retail job you will find.,1,train
"As size has grown, so has the politics, who you know matters more than what you know",0,train
Contract staff,0,train
Good experience - Lots of people cuts and change,0,train
CSA,0,train
"Great Pay, Unenjoyable, Intolerable",0,train
"Work Hard, No Fun, No History",0,train
Decent. I would reccomend,1,train
Great opportunity but mired in corporate politics.,0,train
Druck!,0,train
Great career opportunity with limited growth outside the store,1,train
Its ok,0,train
"Great place to work, but surpassingly VERY unorganised",0,train
Seasonal Customer Service Associate,1,train
Good pay but not challenging in the right way,1,train
Everyone I met was unhappy,0,train
Great place to work just needs some modifications,1,train
really good range of incentives,1,train
Great company,1,train
Don't waste your time,0,train
Cloud Sales Director,1,train
Great,1,train
"Great place to work, operations heavy",1,train
Creative Director,1,train
"If you want to do well, expect a sweatshop experience and sweatshop rewards",0,train
"Stressful at times, rewarding at times and surrounded by really smart people.",1,train
Work at Microsoft international team,1,train
Operations Intern,1,train
Life at Amazon,1,train
Favortism runs rampant!!!,0,train
Not the company it was a decade ago,0,train
Great company!,1,train
Cream rises to the top but left if with dissolve,1,train
Amazon,0,train
Microsoft,1,train
Hard to keep a Job at amazon.com,0,train
Director,1,train
mediocre middle mgmt who are too scared to do the right thing for the company.,0,train
Good place to utilize any skills that you may have,1,train
Facilities Tech,0,train
Warehouse job,0,train
It has been a roller coaster but fun and exciting all at the same time.,1,train
An incredibly fast paced environment that keeps you on your toes and always learning more.,1,train
Amazon Fulfillment Warehouse,0,train
Floor health,0,train
"Job, yes. Career, no.",1,train
Premier Field Engineer,0,train
"Good Company, Good People, Not So Good eco-system",1,train
At-home Advisor Hell,0,train
Good short term job,0,train
Innovative Team driven place to work,1,train
Receive Stow,1,train
Program Manager,1,train
A fabulous place to work,1,train
You get what you give,1,train
Working in Amazon Fulfillment UK,1,train
Challenging but rewarding,1,train
"Nice people, low pay.",0,train
Go if you have no aspirations for life and want to go to prison,0,train
Good,1,train
Genius,0,train
Competitive Overall Package,1,train
Sales Executive,1,train
"Amazon is good for working, if surrounding environment is good.",0,train
worst employment experience of my life,0,train
"Great Ideas, Poor Management",0,train
Creative,1,train
Conglomerate,0,train
Fulfillment associate,0,train
Terrific place to work,1,train
Summer Intern at Microsoft IT,1,train
Order Picker Associate,1,train
Warehouse associate,1,train
Amazon - Great career growth opportunity if you can tolerate unique culture and tough work conditions.,0,train
Great place to work if you love retail.,1,train
Area Manager,1,train
A lot of learning and opportunities for growth.,1,train
Sr. Operations Manager,1,train
Amazon Fresh,0,train
Not the actual Microsoft,0,train
Too bad glassdoor doesn't allow you to give 0-stars,0,train
Developer,0,train
Amazon Driver (over 2500 packages delivered),0,train
Job at amazon,0,train
It is still Day 1,1,train
Not as great as people make it out to be,0,train
Inbound,1,train
Too many hands in the pot,0,train
"SAT 2 - Fullment Center, San Marcos, TX",1,train
Tier 2 support,0,train
SDE,1,train
Amazon Area Manager,0,train
Good if you need quick money and a temporary job,0,train
It's Google....,1,train
Too much Politics,0,train
Partner Development Manager,1,train
bleh,0,train
Google,1,train
Worst Employer - Stay Away!!!,0,train
Good hard-working place to work,1,train
Warhouse,0,train
Horrible,0,train
Horrible Place to Work for,0,train
"Mind-shaping, transformative, world-changing experiences working with the brightest on Earth.",1,train
Volunteering at FB TechStart,1,train
Area manager,1,train
"If you work on hardware, then avoid this place at all cost.",0,train
"Great place, lots of freedom, very transparent organization",1,train
Be a cog,0,train
Worst place I have ever worked for in life,0,train
Seasonal Associate Review,0,train
"Amazon TAM, work hard but get paid peanuts",0,train
Worked to capacity,1,train
Transship Lead,1,train
Manager Operations role,0,train
It's a mix.,0,train
Angenehme Atmosphere,1,train
Technical specialist,1,train
A great place to work!,1,train
Overall a mediocre experience,1,train
Engineer Role,0,train
Software Engineer,1,train
Stuttering...,0,train
"The company has a lot of assets to leverage, but so far behind in mobile that it is hard to see how they catch up.",0,train
Brand Specialist: the perfect position to learn 360¡ã how to manage a business,1,train
Picker,1,train
as a software engineer for four years,0,train
Amazon LLC,0,train
Phenomenal,1,train
This place is like a big high school. Nothing but drama and politics going on.,0,train
Amazon Lux is the place to be,1,train
Please Please Come Back Bill G.,0,train
Great company for ambitious people,1,train
Too big and slow,1,train
Google ads,1,train
Looking for a job after your internship completed? Look somewhere else. Seriously.,0,train
Naja,0,train
Associates,1,train
Best place I've ever worked.,1,train
Amazon Review,1,train
just like any other economically successful US public company,0,train
"Was fun at the beginning, but then they ",0,train
Best for those just out of college with no families,0,train
scarce,1,train
Poor work-life balance,0,train
Product Manager,1,train
Good but nt tge best,1,train
Software engineering manager,1,train
Business Manager,1,train
Horrible job and management is worst,0,train
Amazon is a great company with lots of opportunity to learn different things.,1,train
Positive,1,train
"Great products, poor retail field leadership",0,train
Terrible expectations of employees (we're not robots!!!),0,train
No Pay Amazon UTX2,0,train
Software Development Engineer 2,1,train
Awesome,1,train
DON'T DO IT!!!!!!!!!,0,train
Job seeker,1,train
Good if you are a college student....,0,train
"Good for some people, not for me",0,train
Sales,0,train
operation,0,train
Fulfillment associate,0,train
Worst place to work,0,train
Efficiency to the max - employee moral goes to the wayside.,0,train
Organizational culture is challenging but new strategy will slowly change the model as innovation becomes a focus,1,train
The real Apple,0,train
Not the greatest,0,train
Excellent company,1,train
Vanity Fair was correct,0,train
Software Engineer,1,train
Awesome company to work in,1,train
Not for the Weak,0,train
Micro-managed robots,0,train
Dreary,0,train
The Honeymoon Period Doesn't Last Forever,0,train
Great Company,1,train
Program Management,1,train
This place is great,1,train
Digital Marketing Manager,1,train
Area Manager,0,train
Best Part-Time Job Ever,1,train
"Its really not the company it was years ago, which is good and bad",0,train
Google review,0,train
No place to work,0,train
"Great learning experience, but not the place for a career",1,train
I finally got out!,0,train
Hell on earth,0,train
Fulfillment Associate,1,train
amazon,1,train
Sr Vendor Manager,0,train
Process Associate,0,train
Mechanical Quality Engineer,1,train
Working on amazon is it worth it or not?,1,train
AWS review,1,train
Energetic Atmosphere,1,train
Great Company,1,train
The shadow of a former glory,0,train
Too much overtime in the summer,1,train
Vision of random decisions,0,train
Good Environment,1,train
Management needs to listen to engineers,0,train
Glass doors in house of cards,0,train
Logistics,0,train
GTSC,0,train
Over all nice experience,1,train
Head,1,train
"Decent pay, but sometimes a harsh environment",0,train
Worst company Ever - workaholics,0,train
Software Engineer,1,train
Demanding,0,train
amazing place to work,1,train
Good people yet terrible managed company,0,train
Either I like you or I don't,0,train
Comfort zone,1,train
Recruiting Coordinator,0,train
Okay place to coast,0,train
Challenging work and great rewards,1,train
place sucks,0,train
Would NOT recommend,0,train
"Corrupt, Nepotistic, and too much politics",0,train
A dream company come true!,1,train
Dont do it,0,train
"In the beginning I felt Honored, at the end Disappointed",0,train
Great place to work and grow professionally,1,train
Beware!!!!!!,0,train
"Horrible work rules, restrictions and stress",0,train
STAY AWAY FROM MYHABIT,0,train
Unhappy Employees making Happy Customers,0,train
Great minds and limitless options,1,train
"Lots done right, lots done very wrong",1,train
"Under the shiny exterior it's still a job, but a good one!",1,train
Plantation,0,train
Customer Output Specialist,0,train
Good company,1,train
Find employment elsewhere or simply work here as seasonal work.,0,train
Great company to work for,1,train
"It was fun at first, but all the promises they make come at a cost",0,train
Nothing changed since NYT article ..,0,train
"Great salary, bad culture.",0,train
SDET,0,train
Work culture,1,train
Recruiter,1,train
Great company to work for,1,train
Very good working environment,1,train
A place to work,0,train
Product Support (Not every team is created equal),0,train
Do not work here.,0,train
Mission driven org,1,train
Fun,1,train
If you are ambitious you CAN have huge impact!!,1,train
"Amazon is a great company if you are a customer, not so much if you happen to work there!",0,train
A Retail Slave,0,train
Weird Politics,0,train
Revitalised Business Solutions Powerhouse,1,train
Fast Pace,0,train
A great company that has lost their way,0,train
Average company with some benefits but no training and development at all.,0,train
Amazon rocks,1,train
Business Development Manager,1,train
good company to work,1,train
"Experiences vary across teams, but mostly very positive",1,train
"long on time, short on pay",0,train
Operations Manager,1,train
"Working with great people on exciting products, very satisfied.",1,train
Ok Starter Job,0,train
All good stuff,1,train
Great place for an aggressive developer,1,train
CONTRACTS MANAGEMENT PROGRAM MANAGER,1,train
good,1,train
Warehouse Worker,0,train
"Great Company, still innovates",1,train
Awesome,1,train
Great Company,1,train
catalog,1,train
cool place to work,1,train
A good place to go burn out,0,train
delivery driver,0,train
Transaction Risk Investigator,1,train
Cloud Associate,1,train
Not bad,0,train
Short title,1,train
Beware the Murfreesboro Furfillment Center's HR,0,train
"Negative experience, was picked on for being Autistic",0,train
Great place to work,1,train
Terrible People,0,train
"Amazon should be ashamed! Safety is not Amazon concern, all about maintaining a Rate!",0,train
One of the best in the bay,1,train
Software Engineer,0,train
Work life balance is great,1,train
Decent place to work,0,train
Senior SW Engineer,1,train
At Home Advisor,1,train
Really great company to work for!,1,train
Google Summer of Code,1,train
Great company to work for as long as you are in the right orgs,1,train
Once incredible but culture is changing for the worse,1,train
Team leader,1,train
Good place,1,train
Career Planning at MS,0,train
Awesome at first,0,train
Evangelist,0,train
Isolated Culture Problems,1,train
Good company to start career,0,train
Fulfillment center experience,0,train
Great pay nice people horrible job!!!!,0,train
Amazon fulfillment center work environment,1,train
Support Service,1,train
Below expectations,1,train
"Unlimited resources to change the world, if you want to be a cog.",1,train
Work here is amazing!!!,1,train
Amazon,0,train
"DO NOT WORK FOR AMAZON!!! Terrible work environment, terrible operation managers and no sitting allowed!",0,train
Good company to work for,1,train
"Toxic managers, highly politically charged environment - injurious to your health!",0,train
Senior Project Manager,0,train
"Great retail job, the culture will destroy your soul if you engage in it",0,train
Picker,0,train
Not a place to grow old at.,0,train
"Low stress, high energy",1,train
A lot of redundant boring work.,1,train
Software Development Engineer,1,train
"Decide for yourself whether or not you should work here, but here's my experience...",0,train
"Learning experience at the cost of life, health and money",0,train
Sr. Test manager,1,train
Apple Specialist,0,train
superb,1,train
customer assistant,1,train
Great company overall,1,train
"Excellent products, needless bureaucracy in Apple Retail, managers mislead employees about bonuses they get.",0,train
Technical support asciate.,1,train
You will get what you want,1,train
Amazon,1,train
Stower,1,train
Account Manager,1,train
Not worth it!,0,train
"Great job for mindless zombies, or someone in desperate need",0,train
Product Manager,0,train
Massive degradation since retirement of Bill Gates,0,train
Warehouse Ascociate,1,train
Very good company to work for,1,train
Unpleasant work environment,0,train
Service Engineer,1,train
Best job ever held,1,train
Really solid company,1,train
red zone specialist,1,train
Crappy company-- doesn't treat employees fair management incompetent,0,train
Pays well with good benefits,0,train
Astounding autonomy given to each employee. A very strong culture and work ethic.,1,train
Was fine,0,train
Apple retail,0,train
Cutthroat and Competitive,0,train
Be ready to break safety rules,0,train
Highly Dependent on Team and Manager,0,train
Terrible,0,train
Good people working on cool problems.,1,train
amazon,1,train
Amazon Web Services,0,train
Senior Finance Manager,0,train
Awesome place to work,1,train
Be careful what you wish for,0,train
Waited 2 months update,0,train
Know what you're getting into,0,train
Great place,1,train
Best Large Tech Company Culture,1,train
Good government job,0,train
Pick,0,train
Specialist,1,train
WTF are they even doing?,0,train
Don¡¯t,0,train
"Little Training, uncaring management",0,train
Never-ending work with little or no opportunity to advance.,0,train
Not the same company it once was,0,train
Great culture but low compensation,1,train
Don't get stuck here.,1,train
Great work culture but poor floor managers,1,train
"Toll, wenn man zur Kultur des Unternehmens passt",1,train
Dreadful place to work- slave drivers,0,train
Device Associate,0,train
Transaction risk investigator,1,train
"Good pay, not great support",0,train
